inventory_id,product_id,warehouse,record_date,quantity_on_hand,min_stock_level,max_stock_level,reorder_point,unit_cost,total_value,last_count_date,storage_location,status
473,66,Склад готової продукції,2023-01-04,61,36,108,54.0,959.17,58509.369999999995,2022-12-17,Ряд 12-Стелаж 41-Позиція 6,В наявності
474,25,Склад матеріалів,2023-01-01,57,34,102,51.0,1259.32,71781.23999999999,2022-12-29,Ряд 11-Стелаж 3-Позиція 2,В наявності
475,75,Склад готової продукції,2023-07-15,89,32,96,48.0,1633.98,145424.22,2023-06-25,Ряд 18-Стелаж 31-Позиція 2,Критичний запас
476,26,Склад матеріалів,2024-10-03,52,45,135,67.5,4725.53,245727.56,2024-09-23,Ряд 17-Стелаж 39-Позиція 1,Критичний запас
477,99,Склад готової продукції,2024-12-15,39,17,51,25.5,3611.05,140830.95,2024-12-07,Ряд 3-Стелаж 46-Позиція 7,Критичний запас
478,29,Склад сировини,2024-12-07,41,18,54,27.0,1906.69,78174.29000000001,2024-12-05,Ряд 1-Стелаж 37-Позиція 5,Критичний запас
479,58,Головний склад,2023-10-06,39,14,42,21.0,3628.33,141504.87,2023-09-12,Ряд 9-Стелаж 18-Позиція 8,Низький запас
480,94,Склад готової продукції,2023-06-09,29,43,129,64.5,1493.89,43322.810000000005,2023-06-05,Ряд 4-Стелаж 35-Позиція 7,Критичний запас
481,86,Склад сировини,2024-03-06,41,32,96,48.0,4275.99,175315.59,2024-02-21,Ряд 1-Стелаж 34-Позиція 7,В наявності
482,98,Склад матеріалів,2024-02-16,17,10,30,15.0,2498.2,42469.399999999994,2024-01-19,Ряд 1-Стелаж 26-Позиція 9,Критичний запас
483,77,Склад матеріалів,2024-05-04,7,20,60,30.0,1204.84,8433.88,2024-04-30,Ряд 16-Стелаж 17-Позиція 9,Критичний запас
484,71,Головний склад,2023-09-10,41,40,120,60.0,2516.25,103166.25,2023-08-21,Ряд 12-Стелаж 42-Позиція 5,В наявності
485,5,Склад сировини,2024-05-04,84,31,93,46.5,210.06,17645.04,2024-04-05,Ряд 19-Стелаж 9-Позиція 4,В наявності
486,94,Склад готової продукції,2023-10-02,14,12,36,18.0,1493.89,20914.460000000003,2023-09-28,Ряд 13-Стелаж 49-Позиція 2,Критичний запас
487,44,Склад готової продукції,2023-12-10,12,14,42,21.0,2574.14,30889.68,2023-11-23,Ряд 8-Стелаж 21-Позиція 3,В наявності
488,33,Склад матеріалів,2023-07-12,58,20,60,30.0,190.63,11056.539999999999,2023-06-20,Ряд 9-Стелаж 10-Позиція 1,Надлишок
489,36,Склад матеріалів,2024-05-28,34,40,120,60.0,1105.87,37599.579999999994,2024-05-07,Ряд 8-Стелаж 48-Позиція 7,Критичний запас
490,41,Склад сировини,2024-06-16,77,46,138,69.0,3419.58,263307.66,2024-06-15,Ряд 12-Стелаж 26-Позиція 2,Низький запас
491,25,Склад матеріалів,2023-08-05,115,46,138,69.0,1259.32,144821.8,2023-07-19,Ряд 12-Стелаж 41-Позиція 9,В наявності
492,18,Головний склад,2023-12-19,48,20,60,30.0,3845.22,184570.56,2023-11-30,Ряд 8-Стелаж 36-Позиція 7,В наявності
493,80,Склад матеріалів,2024-04-04,2,34,102,51.0,2814.48,5628.96,2024-03-24,Ряд 12-Стелаж 33-Позиція 6,В наявності
494,68,Склад матеріалів,2023-12-04,3,31,93,46.5,2998.17,8994.51,2023-11-07,Ряд 1-Стелаж 28-Позиція 10,Критичний запас
495,100,Головний склад,2024-12-08,6,30,90,45.0,4430.21,26581.260000000002,2024-11-16,Ряд 6-Стелаж 36-Позиція 10,Критичний запас
496,17,Склад матеріалів,2023-06-09,22,20,60,30.0,961.26,21147.72,2023-05-24,Ряд 15-Стелаж 36-Позиція 1,Низький запас
497,29,Склад сировини,2023-09-12,46,46,138,69.0,1906.69,87707.74,2023-08-15,Ряд 11-Стелаж 42-Позиція 5,Надлишок
498,90,Склад готової продукції,2024-05-15,69,25,75,37.5,3624.88,250116.72,2024-05-09,Ряд 8-Стелаж 31-Позиція 8,Низький запас
499,18,Склад матеріалів,2024-08-15,68,32,96,48.0,3845.22,261474.96,2024-08-11,Ряд 2-Стелаж 22-Позиція 9,Низький запас
500,70,Головний склад,2023-09-28,86,32,96,48.0,4036.46,347135.56,2023-08-31,Ряд 1-Стелаж 35-Позиція 5,Критичний запас
501,77,Склад матеріалів,2023-05-22,115,42,126,63.0,1204.84,138556.59999999998,2023-05-04,Ряд 3-Стелаж 10-Позиція 9,В наявності
502,61,Склад сировини,2023-08-07,49,32,96,48.0,3659.2,179300.8,2023-07-12,Ряд 3-Стелаж 8-Позиція 9,Критичний запас
503,18,Склад сировини,2023-11-06,2,15,45,22.5,3845.22,7690.44,2023-10-07,Ряд 19-Стелаж 27-Позиція 5,Надлишок
504,24,Склад сировини,2023-02-05,8,31,93,46.5,4503.49,36027.92,2023-01-08,Ряд 5-Стелаж 43-Позиція 7,В наявності
505,54,Склад матеріалів,2024-12-20,6,35,105,52.5,1954.61,11727.66,2024-11-29,Ряд 7-Стелаж 14-Позиція 10,В наявності
506,44,Склад готової продукції,2023-02-01,105,37,111,55.5,2574.14,270284.7,2023-01-09,Ряд 19-Стелаж 8-Позиція 10,Критичний запас
507,40,Склад сировини,2023-03-29,42,41,123,61.5,846.69,35560.98,2023-03-05,Ряд 3-Стелаж 30-Позиція 4,Низький запас
508,41,Склад готової продукції,2023-06-22,37,50,150,75.0,3419.58,126524.45999999999,2023-06-19,Ряд 18-Стелаж 31-Позиція 4,Надлишок
509,52,Склад готової продукції,2023-06-27,50,39,117,58.5,442.56,22128.0,2023-06-18,Ряд 7-Стелаж 11-Позиція 4,Низький запас
510,40,Склад матеріалів,2023-03-17,84,33,99,49.5,846.69,71121.96,2023-03-02,Ряд 18-Стелаж 28-Позиція 4,Надлишок
511,73,Склад матеріалів,2024-06-25,53,34,102,51.0,3048.44,161567.32,2024-06-04,Ряд 1-Стелаж 7-Позиція 1,Надлишок
512,9,Склад готової продукції,2024-07-23,14,32,96,48.0,997.17,13960.38,2024-07-21,Ряд 2-Стелаж 48-Позиція 7,Критичний запас
513,49,Склад готової продукції,2024-08-15,50,43,129,64.5,3084.02,154201.0,2024-07-18,Ряд 17-Стелаж 14-Позиція 9,В наявності
514,86,Головний склад,2024-06-11,5,32,96,48.0,4275.99,21379.949999999997,2024-05-27,Ряд 12-Стелаж 26-Позиція 3,Критичний запас
515,54,Головний склад,2023-08-15,24,11,33,16.5,1954.61,46910.64,2023-08-08,Ряд 2-Стелаж 40-Позиція 7,Низький запас
516,99,Склад матеріалів,2023-02-26,36,29,87,43.5,3611.05,129997.8,2023-02-14,Ряд 11-Стелаж 47-Позиція 3,В наявності
517,31,Склад матеріалів,2023-03-17,129,49,147,73.5,1386.6,178871.4,2023-02-27,Ряд 18-Стелаж 2-Позиція 6,Надлишок
518,36,Склад сировини,2023-03-27,16,31,93,46.5,1105.87,17693.92,2023-03-05,Ряд 7-Стелаж 43-Позиція 10,Низький запас
519,17,Склад матеріалів,2024-07-08,33,44,132,66.0,961.26,31721.579999999998,2024-06-22,Ряд 3-Стелаж 29-Позиція 10,Низький запас
520,96,Склад сировини,2024-10-19,1,25,75,37.5,2924.35,2924.35,2024-09-26,Ряд 5-Стелаж 12-Позиція 1,Критичний запас
521,97,Склад матеріалів,2023-12-13,41,46,138,69.0,3207.59,131511.19,2023-11-22,Ряд 15-Стелаж 9-Позиція 3,Низький запас
522,65,Склад готової продукції,2024-11-19,2,31,93,46.5,2305.35,4610.7,2024-10-25,Ряд 20-Стелаж 1-Позиція 1,Низький запас
523,77,Склад готової продукції,2023-01-23,64,23,69,34.5,1204.84,77109.76,2023-01-09,Ряд 10-Стелаж 26-Позиція 4,Критичний запас
524,98,Склад матеріалів,2023-10-31,83,43,129,64.5,2498.2,207350.59999999998,2023-10-05,Ряд 12-Стелаж 21-Позиція 7,В наявності
525,9,Головний склад,2024-03-15,14,27,81,40.5,997.17,13960.38,2024-02-14,Ряд 5-Стелаж 45-Позиція 7,Критичний запас
526,97,Головний склад,2024-05-23,34,26,78,39.0,3207.59,109058.06,2024-04-28,Ряд 19-Стелаж 21-Позиція 5,Низький запас
527,84,Склад сировини,2024-08-07,57,49,147,73.5,1588.25,90530.25,2024-07-29,Ряд 16-Стелаж 36-Позиція 3,Надлишок
528,94,Склад готової продукції,2023-11-21,57,42,126,63.0,1493.89,85151.73000000001,2023-11-06,Ряд 1-Стелаж 47-Позиція 9,Низький запас
529,66,Склад готової продукції,2024-07-11,77,41,123,61.5,959.17,73856.09,2024-06-15,Ряд 9-Стелаж 49-Позиція 5,Критичний запас
530,86,Склад матеріалів,2024-02-29,38,25,75,37.5,4275.99,162487.62,2024-02-07,Ряд 10-Стелаж 10-Позиція 10,Критичний запас
531,76,Склад матеріалів,2023-02-22,46,19,57,28.5,3684.6,169491.6,2023-01-26,Ряд 6-Стелаж 19-Позиція 1,Критичний запас
532,11,Склад готової продукції,2023-06-20,19,36,108,54.0,3360.38,63847.22,2023-05-26,Ряд 12-Стелаж 28-Позиція 1,В наявності
533,13,Склад сировини,2024-01-30,89,39,117,58.5,3170.51,282175.39,2024-01-23,Ряд 5-Стелаж 13-Позиція 2,Критичний запас
534,18,Склад матеріалів,2023-11-02,27,17,51,25.5,3845.22,103820.93999999999,2023-10-25,Ряд 7-Стелаж 34-Позиція 6,В наявності
535,82,Склад готової продукції,2023-09-19,27,11,33,16.5,2390.64,64547.28,2023-08-21,Ряд 19-Стелаж 6-Позиція 4,Низький запас
536,26,Склад матеріалів,2023-11-20,55,47,141,70.5,4725.53,259904.15,2023-11-19,Ряд 20-Стелаж 31-Позиція 4,Низький запас
537,14,Головний склад,2024-10-02,13,30,90,45.0,3708.84,48214.92,2024-09-27,Ряд 2-Стелаж 34-Позиція 2,Низький запас
538,36,Склад матеріалів,2023-08-27,2,11,33,16.5,1105.87,2211.74,2023-08-24,Ряд 9-Стелаж 10-Позиція 3,Критичний запас
539,28,Головний склад,2024-03-17,15,37,111,55.5,1687.46,25311.9,2024-03-15,Ряд 6-Стелаж 46-Позиція 3,Низький запас
540,86,Головний склад,2023-02-28,65,43,129,64.5,4275.99,277939.35,2023-02-10,Ряд 20-Стелаж 9-Позиція 3,Низький запас
541,46,Склад готової продукції,2023-10-15,65,40,120,60.0,4479.12,291142.8,2023-09-30,Ряд 14-Стелаж 20-Позиція 8,Низький запас
542,20,Головний склад,2024-08-18,30,41,123,61.5,1230.1,36903.0,2024-07-20,Ряд 4-Стелаж 18-Позиція 6,В наявності
543,70,Склад готової продукції,2024-12-29,82,50,150,75.0,4036.46,330989.72000000003,2024-12-26,Ряд 1-Стелаж 39-Позиція 9,В наявності
544,32,Склад матеріалів,2024-01-21,5,44,132,66.0,2047.87,10239.349999999999,2024-01-17,Ряд 4-Стелаж 14-Позиція 4,Низький запас
545,18,Склад готової продукції,2024-05-11,25,10,30,15.0,3845.22,96130.5,2024-04-20,Ряд 5-Стелаж 32-Позиція 1,В наявності
546,3,Склад сировини,2024-03-07,6,31,93,46.5,3019.34,18116.04,2024-02-15,Ряд 14-Стелаж 12-Позиція 8,Надлишок
547,71,Склад сировини,2023-01-16,72,26,78,39.0,2516.25,181170.0,2022-12-17,Ряд 18-Стелаж 14-Позиція 4,Критичний запас
548,44,Головний склад,2023-09-15,0,17,51,25.5,2574.14,0.0,2023-08-31,Ряд 4-Стелаж 14-Позиція 10,Надлишок
549,18,Склад сировини,2024-08-27,7,39,117,58.5,3845.22,26916.539999999997,2024-07-29,Ряд 17-Стелаж 42-Позиція 8,Надлишок
550,76,Склад готової продукції,2023-09-17,30,31,93,46.5,3684.6,110538.0,2023-09-15,Ряд 10-Стелаж 4-Позиція 10,Критичний запас
551,52,Склад сировини,2024-06-29,7,39,117,58.5,442.56,3097.92,2024-06-19,Ряд 1-Стелаж 50-Позиція 2,В наявності
552,33,Склад матеріалів,2024-05-21,53,37,111,55.5,190.63,10103.39,2024-04-23,Ряд 6-Стелаж 19-Позиція 7,Низький запас
553,56,Головний склад,2023-03-10,122,41,123,61.5,4906.12,598546.64,2023-02-16,Ряд 14-Стелаж 50-Позиція 10,В наявності
554,82,Головний склад,2024-03-26,7,19,57,28.5,2390.64,16734.48,2024-03-17,Ряд 19-Стелаж 18-Позиція 6,Надлишок
555,90,Склад сировини,2023-10-02,19,12,36,18.0,3624.88,68872.72,2023-09-28,Ряд 1-Стелаж 3-Позиція 8,Надлишок
556,46,Склад сировини,2023-10-01,1,11,33,16.5,4479.12,4479.12,2023-09-02,Ряд 5-Стелаж 10-Позиція 10,В наявності
557,82,Склад сировини,2024-03-11,36,35,105,52.5,2390.64,86063.04,2024-02-28,Ряд 4-Стелаж 48-Позиція 7,В наявності
558,85,Склад сировини,2023-08-21,83,48,144,72.0,2867.12,237970.96,2023-08-16,Ряд 17-Стелаж 17-Позиція 7,В наявності
559,86,Склад матеріалів,2024-06-28,85,46,138,69.0,4275.99,363459.14999999997,2024-06-24,Ряд 7-Стелаж 3-Позиція 4,Надлишок
560,46,Головний склад,2024-07-03,52,31,93,46.5,4479.12,232914.24,2024-06-20,Ряд 12-Стелаж 17-Позиція 4,Низький запас
561,90,Склад сировини,2024-09-23,7,32,96,48.0,3624.88,25374.16,2024-09-17,Ряд 8-Стелаж 8-Позиція 9,Критичний запас
562,68,Головний склад,2024-10-12,59,26,78,39.0,2998.17,176892.03,2024-10-10,Ряд 6-Стелаж 2-Позиція 2,Надлишок
563,62,Склад матеріалів,2024-11-16,6,37,111,55.5,110.06,660.36,2024-11-02,Ряд 8-Стелаж 25-Позиція 2,В наявності
